1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,5,12:50-13:40
6,6,13:50-14:40
7,7,14:50-15:40
8,8,15:50-16:40
9,9,16:50-17:40
10,10,17:40-18:20
11,11,18:20-19:05
12,12,19:05-19:50
13,13,20:00-20:45
14,14,20:45-21:30
