1,0,07:10-08:00
2,1,08:10-09:00
3,2,09:10-10:00
4,3,10:10-11:00
5,4,11:10-12:00
6,N,12:00-13:20
7,5,13:20-14:10
8,6,14:20-15:10
9,7,15:20-16:10
10,8,16:20-17:10
11,9,17:10-18:00
12,A,18:20-19:05
13,B,19:10-19:55
14,C,20:00-20:45
15,D,20:50-21:35
16,E,21:40-22:25
