1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,5,13:30-14:20
6,6,14:30-15:20
7,7,15:30-16:20
8,8,16:25-17:15
9,9,17:20-18:10
10,10,18:25-19:10
11,11,19:15-20:00
12,12,20:05-20:50
13,13,20:55-21:40
14,14,21:45-22:30
