1,1.0,08:00-08:50
2,2.0,09:00-09:50
3,3.0,10:00-10:50
4,4.0,11:00-11:50
5,0.5,12:00-12:50
6,5.0,13:00-13:50
7,6.0,14:00-14:50
8,7.0,15:00-15:50
9,8.0,16:00-16:50
10,8.5,17:00-17:50
11,9.0,18:40-19:25
12,10.0,19:30-20:15
13,11.0,20:25-21:10
14,12.0,21:35-22:00
