1,00,07:30-08:00
2,01,08:00-08:50
3,02,08:55-09:45
4,03,09:55-10:45
5,04,10:50-11:40
6,05,11:45-12:25
7,06,12:30-13:20
8,07,13:25-14:15
9,08,14:25-15:15
10,09,15:20-16:10
11,10,16:20-17:10
12,11,17:20-18:10
13,12,18:30-19:15
14,13,19:20-20:05
15,14,20:10-20:55
16,15,21:00-21:40
17,16,21:45-22:25
